family	id	kind	label	status	aot	run	interpret	diagnostic_codes	authority_links	sandbox_links	source_evidence	implementation_evidence	fixture_evidence	projection_evidence	intended_difference	runtime_comparison	runtime_aot	runtime_run	runtime_interpret
core_effect_leaf	core-receiver:UdpSocket.ready	receiver	UdpSocket.ready	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-canvas/src/html.rs:101;crates/jet-canvas/src/html.rs:118;crates/jet-canvas/src/html.rs:125;crates/jet-cli/src/Headless.rs:128;crates/jet-cli/src/Headless.rs:216;crates/jet-cli/src/Headless.rs:217;crates/jet-cli/src/Headless.rs:357;crates/jet-cli/src/Headless.rs:441;crates/jet-cli/src/Headless.rs:442;crates/jet-cli/src/Help/Interactive.rs:428;crates/jet-codegen/src/Codegen/MIREval.rs:1822;crates/jet-codegen/src/Codegen/MIREval.rs:1829;crates/jet-codegen/src/Codegen/MIREval.rs:1852;crates/jet-codegen/src/Codegen/MIREval.rs:1933;crates/jet-codegen/src/Codegen/MIREval.rs:2129;crates/jet-codegen/src/Codegen/MIREval.rs:2132;crates/jet-codegen/src/Codegen/MIREval.rs:2141;crates/jet-codegen/src/Codegen/MIREval.rs:2148	examples/canon.jet:20;examples/canon.jet:21;examples/features/basics/build/callbacks.rs:15211;examples/features/basics/build/callbacks.rs:15215;examples/features/basics/build/callbacks.rs:15220;examples/features/basics/build/callbacks.rs:15433;examples/features/basics/build/callbacks.rs:15438;examples/features/basics/build/callbacks.rs:15462;examples/features/basics/build/callbacks.rs:38640;examples/features/basics/build/callbacks.rs:45199;examples/features/basics/build/callbacks.rs:45646;examples/features/basics/build/callbacks.rs:45657;examples/features/basics/build/callbacks.rs:47797;examples/features/basics/build/callbacks.rs:47798;examples/features/basics/build/callbacks.rs:61344;examples/features/basics/build/callbacks.rs:61346;examples/features/basics/build/callbacks.rs:61360;examples/features/basics/build/callbacks.rs:61827	crates/jet-canvas/src/html.rs:101;crates/jet-canvas/src/html.rs:118;crates/jet-canvas/src/html.rs:125;crates/jet-cli/src/Headless.rs:128;crates/jet-cli/src/Headless.rs:216;crates/jet-cli/src/Headless.rs:217;crates/jet-cli/src/Headless.rs:357;crates/jet-cli/src/Headless.rs:441;crates/jet-cli/src/Headless.rs:442;crates/jet-cli/src/Help/Interactive.rs:428;crates/jet-codegen/src/Codegen/MIREval.rs:1822;crates/jet-codegen/src/Codegen/MIREval.rs:1829;crates/jet-codegen/src/Codegen/MIREval.rs:1852;crates/jet-codegen/src/Codegen/MIREval.rs:1933;crates/jet-codegen/src/Codegen/MIREval.rs:2129;crates/jet-codegen/src/Codegen/MIREval.rs:2132;crates/jet-codegen/src/Codegen/MIREval.rs:2141;crates/jet-codegen/src/Codegen/MIREval.rs:2148					
core_effect_leaf	core-receiver:UdpSocket.receive	receiver	UdpSocket.receive	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-cli/src/MultiProgress.rs:258;crates/jet-codegen/src/Codegen/Context.rs:436;crates/jet-codegen/src/Codegen/Context.rs:1828;crates/jet-codegen/src/Codegen/Context.rs:2170;crates/jet-codegen/src/Codegen/mod.rs:166;crates/jet-codegen/src/Codegen/mod.rs:2268;crates/jet-codegen/src/Codegen/TIR/lower/control_flow.rs:1445;crates/jet-codegen/src/Codegen/TIR/lower/fields.rs:1163;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:768;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:811;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:5648;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6804;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6835;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:7046;crates/jet-codegen/src/Codegen/TIR/mod.rs:8446;crates/jet-codegen/src/Codegen/TIR/mod.rs:9989;crates/jet-codegen/src/Codegen/TIR/mod.rs:10470;crates/jet-codegen/src/Codegen/TIR/subset/builtin_methods.rs:150	examples/features/basics/build/callbacks.rs:42165;examples/features/basics/build/callbacks.rs:42321;examples/features/basics/build/callbacks.rs:45181;examples/features/basics/build/callbacks.rs:45199;examples/features/basics/build/callbacks.rs:45283;examples/features/basics/build/callbacks.rs:45294;examples/features/basics/build/callbacks.rs:45296;examples/features/basics/build/callbacks.rs:45302;examples/features/basics/build/callbacks.rs:45306;examples/features/basics/build/callbacks.rs:45308;examples/features/basics/build/callbacks.rs:53125;examples/features/basics/build/callbacks.rs:62107;examples/features/basics/build/callbacks.rs:62109;examples/features/basics/build/callbacks.rs:62113;examples/features/basics/build/callbacks.rs:62129;examples/features/basics/build/callbacks.rs:62131;examples/features/basics/build/callbacks.rs:62177;examples/features/basics/build/callbacks.rs:62180	crates/jet-cli/src/MultiProgress.rs:258;crates/jet-codegen/src/Codegen/Context.rs:436;crates/jet-codegen/src/Codegen/Context.rs:1828;crates/jet-codegen/src/Codegen/Context.rs:2170;crates/jet-codegen/src/Codegen/mod.rs:166;crates/jet-codegen/src/Codegen/mod.rs:2268;crates/jet-codegen/src/Codegen/TIR/lower/control_flow.rs:1445;crates/jet-codegen/src/Codegen/TIR/lower/fields.rs:1163;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:768;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:811;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:5648;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6804;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6835;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:7046;crates/jet-codegen/src/Codegen/TIR/mod.rs:8446;crates/jet-codegen/src/Codegen/TIR/mod.rs:9989;crates/jet-codegen/src/Codegen/TIR/mod.rs:10470;crates/jet-codegen/src/Codegen/TIR/subset/builtin_methods.rs:150					
core_effect_leaf	core-receiver:UdpSocket.send_to	receiver	UdpSocket.send_to	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:328;crates/jet-codegen/src/Prelude/CoreLib/Top/NetHTTP.rs:2802;crates/jet-foundation/src/Syntax/core_calls.rs:526;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:442;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:523	examples/features/basics/build/callbacks.rs:62162;examples/features/basics/build/compound.rs:62162;examples/features/basics/build/numbers.rs:62162;examples/features/lowlevel/cbind/build/run.rs:62189;examples/features/memory/program_allocator/build/main.rs:52570;examples/features/memory/program_allocator/build/run.rs:63346;examples/features/memory/unsafe_sentries_package_off/build/run.rs:48986;examples/performance/receipts/http_ready/build/run.rs:51465;tests/corelib_parts/net.rs:10;tests/corelib_parts/net.rs:42;tests/corelib_parts/net.rs:86;tests/corelib_parts/net.rs:173;tests/corelib_parts/net.rs:205;tests/corelib_parts/net.rs:238;tests/corelib_parts/net.rs:346;tests/corelib_parts/net.rs:448;tests/corelib_parts/net.rs:632;tests/fixtures/fresh_agent_t4/build/run.rs:61680	crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:328;crates/jet-codegen/src/Prelude/CoreLib/Top/NetHTTP.rs:2802;crates/jet-foundation/src/Syntax/core_calls.rs:526;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:442;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:523					
core_effect_leaf	core-receiver:UnixListener.accept	receiver	UnixListener.accept	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-cli/src/CLI.rs:432;crates/jet-cli/src/CLI.rs:2053;crates/jet-cli/src/Help/Interactive.rs:426;crates/jet-cli/src/Tape.rs:357;crates/jet-codegen/src/Codegen/Plugin.rs:1372;crates/jet-codegen/src/Codegen/TIR/mod.rs:5721;crates/jet-codegen/src/Codegen/TIR/mod.rs:9512;crates/jet-codegen/src/Codegen/TIR/mod.rs:10333;crates/jet-codegen/src/Codegen/TIR/routes.rs:800;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:312;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:329;crates/jet-codegen/src/Codegen/TIR/subset/methods.rs:1082;crates/jet-codegen/src/Codegen/TIR/subset/methods.rs:1722;crates/jet-codegen/src/Codegen/TIR/subset/statements.rs:628;crates/jet-codegen/src/Codegen/TIR/subset/types.rs:512;crates/jet-codegen/src/Codegen/TIR/tests.rs:1181;crates/jet-codegen/src/Codegen/TIR/tests.rs:1183;crates/jet-codegen/src/Codegen/TIR/tests.rs:1189	crates/jetpack-bin/tests/compiler_extension_e2e.rs:6;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:723;examples/features/basics/build/callbacks.rs:10123;examples/features/basics/build/callbacks.rs:18133;examples/features/basics/build/callbacks.rs:22866;examples/features/basics/build/callbacks.rs:33695;examples/features/basics/build/callbacks.rs:56722;examples/features/basics/build/callbacks.rs:56924;examples/features/basics/build/callbacks.rs:56984;examples/features/basics/build/callbacks.rs:56986;examples/features/basics/build/callbacks.rs:59803;examples/features/basics/build/callbacks.rs:60688;examples/features/basics/build/callbacks.rs:61577;examples/features/basics/build/callbacks.rs:61579;examples/features/basics/build/callbacks.rs:61588;examples/features/basics/build/callbacks.rs:61592;examples/features/basics/build/callbacks.rs:61595;examples/features/basics/build/callbacks.rs:61601	crates/jet-cli/src/CLI.rs:432;crates/jet-cli/src/CLI.rs:2053;crates/jet-cli/src/Help/Interactive.rs:426;crates/jet-cli/src/Tape.rs:357;crates/jet-codegen/src/Codegen/Plugin.rs:1372;crates/jet-codegen/src/Codegen/TIR/mod.rs:5721;crates/jet-codegen/src/Codegen/TIR/mod.rs:9512;crates/jet-codegen/src/Codegen/TIR/mod.rs:10333;crates/jet-codegen/src/Codegen/TIR/routes.rs:800;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:312;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:329;crates/jet-codegen/src/Codegen/TIR/subset/methods.rs:1082;crates/jet-codegen/src/Codegen/TIR/subset/methods.rs:1722;crates/jet-codegen/src/Codegen/TIR/subset/statements.rs:628;crates/jet-codegen/src/Codegen/TIR/subset/types.rs:512;crates/jet-codegen/src/Codegen/TIR/tests.rs:1181;crates/jet-codegen/src/Codegen/TIR/tests.rs:1183;crates/jet-codegen/src/Codegen/TIR/tests.rs:1189					
core_effect_leaf	core-receiver:UnixStream.read	receiver	UnixStream.read	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-canvas/src/html.rs:729;crates/jet-cli/src/AdaptiveTable.rs:254;crates/jet-cli/src/CLI.rs:241;crates/jet-cli/src/CLI.rs:727;crates/jet-cli/src/CLI.rs:796;crates/jet-cli/src/CLI.rs:1836;crates/jet-cli/src/CLI.rs:1847;crates/jet-cli/src/CLI.rs:2066;crates/jet-cli/src/DynamicCompletions.rs:465;crates/jet-cli/src/DynamicCompletions.rs:1426;crates/jet-cli/src/DynamicCompletions.rs:1430;crates/jet-cli/src/Explain.rs:253;crates/jet-cli/src/Explain.rs:305;crates/jet-cli/src/Explain.rs:319;crates/jet-cli/src/Help/mod.rs:167;crates/jet-cli/src/Help/mod.rs:563;crates/jet-cli/src/Help/Render.rs:578;crates/jet-cli/src/OutputProfile.rs:52	crates/jet-rt/tests/gc_collector.rs:98;crates/jet-rt/tests/gc_collector.rs:132;crates/jet-rt/tests/gc_collector.rs:232;crates/jet-rt/tests/gc_collector.rs:278;crates/jetpack/src/CLI/usage_tests.rs:81;crates/jetpack/src/CLI/usage_tests.rs:84;crates/jetpack/src/CLI/usage_tests.rs:151;crates/jetpack/src/Store/Tests/tests/late.rs:767;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:752;examples/canon.jet:98;examples/canon.jet:124;examples/features/basics/branches.jet:3;examples/features/basics/build/callbacks.rs:2033;examples/features/basics/build/callbacks.rs:2925;examples/features/basics/build/callbacks.rs:3908;examples/features/basics/build/callbacks.rs:3947;examples/features/basics/build/callbacks.rs:3951;examples/features/basics/build/callbacks.rs:3957	crates/jet-canvas/src/html.rs:729;crates/jet-cli/src/AdaptiveTable.rs:254;crates/jet-cli/src/CLI.rs:241;crates/jet-cli/src/CLI.rs:727;crates/jet-cli/src/CLI.rs:796;crates/jet-cli/src/CLI.rs:1836;crates/jet-cli/src/CLI.rs:1847;crates/jet-cli/src/CLI.rs:2066;crates/jet-cli/src/DynamicCompletions.rs:465;crates/jet-cli/src/DynamicCompletions.rs:1426;crates/jet-cli/src/DynamicCompletions.rs:1430;crates/jet-cli/src/Explain.rs:253;crates/jet-cli/src/Explain.rs:305;crates/jet-cli/src/Explain.rs:319;crates/jet-cli/src/Help/mod.rs:167;crates/jet-cli/src/Help/mod.rs:563;crates/jet-cli/src/Help/Render.rs:578;crates/jet-cli/src/OutputProfile.rs:52					
core_effect_leaf	core-receiver:UnixStream.ready	receiver	UnixStream.ready	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-canvas/src/html.rs:101;crates/jet-canvas/src/html.rs:118;crates/jet-canvas/src/html.rs:125;crates/jet-cli/src/Headless.rs:128;crates/jet-cli/src/Headless.rs:216;crates/jet-cli/src/Headless.rs:217;crates/jet-cli/src/Headless.rs:357;crates/jet-cli/src/Headless.rs:441;crates/jet-cli/src/Headless.rs:442;crates/jet-cli/src/Help/Interactive.rs:428;crates/jet-codegen/src/Codegen/MIREval.rs:1822;crates/jet-codegen/src/Codegen/MIREval.rs:1829;crates/jet-codegen/src/Codegen/MIREval.rs:1852;crates/jet-codegen/src/Codegen/MIREval.rs:1933;crates/jet-codegen/src/Codegen/MIREval.rs:2129;crates/jet-codegen/src/Codegen/MIREval.rs:2132;crates/jet-codegen/src/Codegen/MIREval.rs:2141;crates/jet-codegen/src/Codegen/MIREval.rs:2148	examples/canon.jet:20;examples/canon.jet:21;examples/features/basics/build/callbacks.rs:15211;examples/features/basics/build/callbacks.rs:15215;examples/features/basics/build/callbacks.rs:15220;examples/features/basics/build/callbacks.rs:15433;examples/features/basics/build/callbacks.rs:15438;examples/features/basics/build/callbacks.rs:15462;examples/features/basics/build/callbacks.rs:38640;examples/features/basics/build/callbacks.rs:45199;examples/features/basics/build/callbacks.rs:45646;examples/features/basics/build/callbacks.rs:45657;examples/features/basics/build/callbacks.rs:47797;examples/features/basics/build/callbacks.rs:47798;examples/features/basics/build/callbacks.rs:61344;examples/features/basics/build/callbacks.rs:61346;examples/features/basics/build/callbacks.rs:61360;examples/features/basics/build/callbacks.rs:61827	crates/jet-canvas/src/html.rs:101;crates/jet-canvas/src/html.rs:118;crates/jet-canvas/src/html.rs:125;crates/jet-cli/src/Headless.rs:128;crates/jet-cli/src/Headless.rs:216;crates/jet-cli/src/Headless.rs:217;crates/jet-cli/src/Headless.rs:357;crates/jet-cli/src/Headless.rs:441;crates/jet-cli/src/Headless.rs:442;crates/jet-cli/src/Help/Interactive.rs:428;crates/jet-codegen/src/Codegen/MIREval.rs:1822;crates/jet-codegen/src/Codegen/MIREval.rs:1829;crates/jet-codegen/src/Codegen/MIREval.rs:1852;crates/jet-codegen/src/Codegen/MIREval.rs:1933;crates/jet-codegen/src/Codegen/MIREval.rs:2129;crates/jet-codegen/src/Codegen/MIREval.rs:2132;crates/jet-codegen/src/Codegen/MIREval.rs:2141;crates/jet-codegen/src/Codegen/MIREval.rs:2148					
core_effect_leaf	core-receiver:UnixStream.write_all	receiver	UnixStream.write_all	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-cli/src/Recording.rs:600;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:3413;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:3458;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:318;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:331;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:336;crates/jet-codegen/src/Codegen/TIR/subset/methods.rs:123;crates/jet-codegen/src/Prelude/Core.jet:71;crates/jet-codegen/src/Prelude/Core/Receipt.rs:301;crates/jet-codegen/src/Prelude/CoreLib/Email.rs:1193;crates/jet-codegen/src/Prelude/CoreLib/Email.rs:1317;crates/jet-codegen/src/Prelude/CoreLib/ProcessPty.rs:1215;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingHostileIo.rs:269;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingHostileIo.rs:297;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingHostileIo.rs:303;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingStream.rs:3254;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingStream.rs:3308;crates/jet-codegen/src/Prelude/CoreLib/Top/FileStream.rs:109	crates/jetpack-bin/tests/criterion1.rs:60;crates/jetpack/src/Store/Tests/tests/late.rs:507;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:768;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:769;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:772;examples/features/basics/build/callbacks.rs:3158;examples/features/basics/build/callbacks.rs:9903;examples/features/basics/build/callbacks.rs:9905;examples/features/basics/build/callbacks.rs:9906;examples/features/basics/build/callbacks.rs:9908;examples/features/basics/build/callbacks.rs:9909;examples/features/basics/build/callbacks.rs:15606;examples/features/basics/build/callbacks.rs:15622;examples/features/basics/build/callbacks.rs:17196;examples/features/basics/build/callbacks.rs:19355;examples/features/basics/build/callbacks.rs:21295;examples/features/basics/build/callbacks.rs:51608;examples/features/basics/build/callbacks.rs:53034	crates/jet-cli/src/Recording.rs:600;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:3413;crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:3458;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:318;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:331;crates/jet-codegen/src/Codegen/TIR/subset/handles.rs:336;crates/jet-codegen/src/Codegen/TIR/subset/methods.rs:123;crates/jet-codegen/src/Prelude/Core/Receipt.rs:301;crates/jet-codegen/src/Prelude/CoreLib/Email.rs:1193;crates/jet-codegen/src/Prelude/CoreLib/Email.rs:1317;crates/jet-codegen/src/Prelude/CoreLib/ProcessPty.rs:1215;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingHostileIo.rs:269;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingHostileIo.rs:297;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingHostileIo.rs:303;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingStream.rs:3254;crates/jet-codegen/src/Prelude/CoreLib/Top/EncodingStream.rs:3308;crates/jet-codegen/src/Prelude/CoreLib/Top/FileStream.rs:109;crates/jet-codegen/src/Prelude/CoreLib/Top/FileStream.rs:110					
core_effect_leaf	core-receiver:WsConn.close	receiver	WsConn.close	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-canvas/src/html.rs:722;crates/jet-canvas/src/html.rs:764;crates/jet-canvas/src/html.rs:789;crates/jet-canvas/src/html.rs:800;crates/jet-cli/src/CLI.rs:122;crates/jet-cli/src/CLI.rs:2503;crates/jet-codegen/src/BrowserHost.rs:410;crates/jet-codegen/src/BrowserHost.rs:423;crates/jet-codegen/src/BrowserHost.rs:494;crates/jet-codegen/src/BrowserHost.rs:544;crates/jet-codegen/src/Codegen/MIREval.rs:1951;crates/jet-codegen/src/Codegen/MIREval.rs:1958;crates/jet-codegen/src/Codegen/MIREval.rs:1966;crates/jet-codegen/src/Codegen/MIREval.rs:2015;crates/jet-codegen/src/Codegen/MIREval.rs:2017;crates/jet-codegen/src/Codegen/MIREval.rs:4223;crates/jet-codegen/src/Codegen/MIREval.rs:9312;crates/jet-codegen/src/Codegen/MIREval.rs:9319	crates/jetpack-bin/tests/compiler_extension_e2e.rs:131;crates/jetpack-bin/tests/compiler_extension_e2e.rs:182;crates/jetpack-bin/tests/compiler_extension_e2e.rs:200;crates/jetpack-bin/tests/compiler_extension_e2e.rs:216;crates/jetpack-bin/tests/compiler_extension_e2e.rs:236;crates/jetpack-bin/tests/compiler_extension_e2e.rs:282;crates/jetpack-bin/tests/compiler_extension_e2e.rs:309;crates/jetpack-bin/tests/compiler_extension_e2e.rs:330;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:765;crates/jetpack/src/Store/Tests/tests/nix_projection.rs:773;examples/features/basics/build/callbacks.rs:69;examples/features/basics/build/callbacks.rs:71;examples/features/basics/build/callbacks.rs:2414;examples/features/basics/build/callbacks.rs:2415;examples/features/basics/build/callbacks.rs:2427;examples/features/basics/build/callbacks.rs:2478;examples/features/basics/build/callbacks.rs:2479;examples/features/basics/build/callbacks.rs:2484	crates/jet-canvas/src/html.rs:722;crates/jet-canvas/src/html.rs:764;crates/jet-canvas/src/html.rs:789;crates/jet-canvas/src/html.rs:800;crates/jet-cli/src/CLI.rs:122;crates/jet-cli/src/CLI.rs:2503;crates/jet-codegen/src/BrowserHost.rs:410;crates/jet-codegen/src/BrowserHost.rs:423;crates/jet-codegen/src/BrowserHost.rs:494;crates/jet-codegen/src/BrowserHost.rs:544;crates/jet-codegen/src/Codegen/MIREval.rs:1951;crates/jet-codegen/src/Codegen/MIREval.rs:1958;crates/jet-codegen/src/Codegen/MIREval.rs:1966;crates/jet-codegen/src/Codegen/MIREval.rs:2015;crates/jet-codegen/src/Codegen/MIREval.rs:2017;crates/jet-codegen/src/Codegen/MIREval.rs:4223;crates/jet-codegen/src/Codegen/MIREval.rs:9312;crates/jet-codegen/src/Codegen/MIREval.rs:9319					
core_effect_leaf	core-receiver:WsConn.recv	receiver	WsConn.recv	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-codegen/src/BrowserHost.rs:290;crates/jet-codegen/src/BrowserHost.rs:294;crates/jet-codegen/src/BrowserHost.rs:603;crates/jet-codegen/src/BrowserHost.rs:607;crates/jet-codegen/src/BrowserHost.rs:615;crates/jet-codegen/src/BrowserHost.rs:616;crates/jet-codegen/src/BrowserHost.rs:617;crates/jet-codegen/src/BrowserHost.rs:618;crates/jet-codegen/src/BrowserHost.rs:619;crates/jet-codegen/src/BrowserHost.rs:626;crates/jet-codegen/src/BrowserHost.rs:642;crates/jet-codegen/src/BrowserHost.rs:657;crates/jet-codegen/src/BrowserHost.rs:664;crates/jet-codegen/src/BrowserHost.rs:680;crates/jet-codegen/src/BrowserHost.rs:699;crates/jet-codegen/src/BrowserHost.rs:701;crates/jet-codegen/src/BrowserHost.rs:704;crates/jet-codegen/src/BrowserHost.rs:707	examples/features/basics/build/callbacks.rs:15449;examples/features/basics/build/callbacks.rs:45296;examples/features/basics/build/callbacks.rs:62924;examples/features/basics/build/callbacks.rs:64848;examples/features/basics/build/callbacks.rs:67019;examples/features/basics/build/callbacks.rs:67724;examples/features/basics/build/compound.rs:15449;examples/features/basics/build/compound.rs:45296;examples/features/basics/build/compound.rs:62924;examples/features/basics/build/compound.rs:64848;examples/features/basics/build/compound.rs:67019;examples/features/basics/build/compound.rs:67724;examples/features/basics/build/hello.rs:10778;examples/features/basics/build/numbers.rs:15449;examples/features/basics/build/numbers.rs:45296;examples/features/basics/build/numbers.rs:62924;examples/features/basics/build/numbers.rs:64848;examples/features/basics/build/numbers.rs:67019	crates/jet-codegen/src/BrowserHost.rs:290;crates/jet-codegen/src/BrowserHost.rs:294;crates/jet-codegen/src/BrowserHost.rs:603;crates/jet-codegen/src/BrowserHost.rs:607;crates/jet-codegen/src/BrowserHost.rs:615;crates/jet-codegen/src/BrowserHost.rs:616;crates/jet-codegen/src/BrowserHost.rs:617;crates/jet-codegen/src/BrowserHost.rs:618;crates/jet-codegen/src/BrowserHost.rs:619;crates/jet-codegen/src/BrowserHost.rs:626;crates/jet-codegen/src/BrowserHost.rs:642;crates/jet-codegen/src/BrowserHost.rs:657;crates/jet-codegen/src/BrowserHost.rs:664;crates/jet-codegen/src/BrowserHost.rs:680;crates/jet-codegen/src/BrowserHost.rs:699;crates/jet-codegen/src/BrowserHost.rs:701;crates/jet-codegen/src/BrowserHost.rs:704;crates/jet-codegen/src/BrowserHost.rs:707					
core_effect_leaf	core-receiver:WsConn.send_bytes	receiver	WsConn.send_bytes	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6351;crates/jet-codegen/src/Codegen/TIR/subset/builtin_methods.rs:455;crates/jet-foundation/src/Syntax/core_calls.rs:489;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:221;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:767	MISSING: no fixture reference for core-receiver:WsConn.send_bytes	crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6351;crates/jet-codegen/src/Codegen/TIR/subset/builtin_methods.rs:455;crates/jet-foundation/src/Syntax/core_calls.rs:489;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:221;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:767					
core_effect_leaf	core-receiver:WsConn.send_text	receiver	WsConn.send_text	missing					authority:application-boundary,authority:canonical-holds		crates/jet-foundation/src/Syntax/core_calls.rs:469;crates/jet-foundation/src/Syntax/core_calls.rs:550	crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6351;crates/jet-codegen/src/Codegen/TIR/subset/builtin_methods.rs:455;crates/jet-foundation/src/Syntax/core_calls.rs:489;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:217;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:767	examples/features/net/ws_echo.jet:12;examples/features/net/ws_echo.jet:28;tests/syntax_reconciliation.rs:262	crates/jet-codegen/src/Codegen/TIR/lower/method_calls.rs:6351;crates/jet-codegen/src/Codegen/TIR/subset/builtin_methods.rs:455;crates/jet-foundation/src/Syntax/core_calls.rs:489;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:217;crates/jet-sema/src/Sema/CheckerCoreLib/net_text_time.rs:767					
